2023-05-07 14:32:25,963 INFO    StreamThr :81704 [internal.py:wandb_internal():86] W&B internal server running at pid: 81704, started at: 2023-05-07 14:32:25.963406
2023-05-07 14:32:25,965 DEBUG   HandlerThread:81704 [handler.py:handle_request():144] handle_request: status
2023-05-07 14:32:25,966 INFO    WriterThread:81704 [datastore.py:open_for_write():85] open: /Users/pedram/PycharmProjects/cd0581-building-a-reproducible-model-workflow-exercises/lesson-1-machine-learning-pipelines/exercises/exercise_3/starter/download_data/wandb/run-20230507_143225-sb53kg8x/run-sb53kg8x.wandb
2023-05-07 14:32:25,967 DEBUG   SenderThread:81704 [sender.py:send():375] send: header
2023-05-07 14:32:25,972 DEBUG   SenderThread:81704 [sender.py:send():375] send: run
2023-05-07 14:32:26,360 INFO    SenderThread:81704 [dir_watcher.py:__init__():219] watching files in: /Users/pedram/PycharmProjects/cd0581-building-a-reproducible-model-workflow-exercises/lesson-1-machine-learning-pipelines/exercises/exercise_3/starter/download_data/wandb/run-20230507_143225-sb53kg8x/files
2023-05-07 14:32:26,360 INFO    SenderThread:81704 [sender.py:_start_run_threads():1124] run started: sb53kg8x with start time 1683462745.96288
2023-05-07 14:32:26,360 DEBUG   SenderThread:81704 [sender.py:send_request():402] send_request: summary_record
2023-05-07 14:32:26,360 INFO    SenderThread:81704 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-07 14:32:26,362 DEBUG   HandlerThread:81704 [handler.py:handle_request():144] handle_request: check_version
2023-05-07 14:32:26,362 DEBUG   SenderThread:81704 [sender.py:send_request():402] send_request: check_version
2023-05-07 14:32:26,482 DEBUG   HandlerThread:81704 [handler.py:handle_request():144] handle_request: run_start
2023-05-07 14:32:26,488 DEBUG   HandlerThread:81704 [system_info.py:__init__():31] System info init
2023-05-07 14:32:26,488 DEBUG   HandlerThread:81704 [system_info.py:__init__():46] System info init done
2023-05-07 14:32:26,488 INFO    HandlerThread:81704 [system_monitor.py:start():181] Starting system monitor
2023-05-07 14:32:26,488 INFO    SystemMonitor:81704 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-07 14:32:26,489 INFO    SystemMonitor:81704 [interfaces.py:start():190] Started cpu monitoring
2023-05-07 14:32:26,489 INFO    HandlerThread:81704 [system_monitor.py:probe():201] Collecting system info
2023-05-07 14:32:26,489 INFO    SystemMonitor:81704 [interfaces.py:start():190] Started disk monitoring
2023-05-07 14:32:26,489 DEBUG   HandlerThread:81704 [system_info.py:probe():195] Probing system
2023-05-07 14:32:26,491 INFO    SystemMonitor:81704 [interfaces.py:start():190] Started gpuapple monitoring
2023-05-07 14:32:26,492 INFO    SystemMonitor:81704 [interfaces.py:start():190] Started memory monitoring
2023-05-07 14:32:26,493 INFO    SystemMonitor:81704 [interfaces.py:start():190] Started network monitoring
2023-05-07 14:32:26,497 DEBUG   HandlerThread:81704 [system_info.py:_probe_git():180] Probing git
2023-05-07 14:32:26,509 DEBUG   HandlerThread:81704 [system_info.py:_probe_git():188] Probing git done
2023-05-07 14:32:26,509 DEBUG   HandlerThread:81704 [system_info.py:probe():240] Probing system done
2023-05-07 14:32:26,509 DEBUG   HandlerThread:81704 [system_monitor.py:probe():210] {'os': 'macOS-13.2.1-arm64-arm-64bit', 'python': '3.11.3', 'heartbeatAt': '2023-05-07T12:32:26.491385', 'startedAt': '2023-05-07T12:32:25.957685', 'docker': None, 'cuda': None, 'args': ('--file_url', 'https://raw.githubusercontent.com/scikit-learn/scikit-learn/4dfdfb4e1bb3719628753a4ece995a1b2fa5312a/sklearn/datasets/data/iris.csv', '--artifact_name', 'iris.csv', '--artifact_type', 'raw_data', '--artifact_description', 'Input data'), 'state': 'running', 'program': '/Users/pedram/PycharmProjects/cd0581-building-a-reproducible-model-workflow-exercises/lesson-1-machine-learning-pipelines/exercises/exercise_3/starter/download_data/download_data.py', 'codePath': 'lesson-1-machine-learning-pipelines/exercises/exercise_3/starter/download_data/download_data.py', 'git': {'remote': 'https://github.com/PedramHashemi/cd0581-building-a-reproducible-model-workflow-exercises.git', 'commit': 'f8ceef1ef5f8d5e8ac5995dbf09d0c6d8be15827'}, 'email': 's.pedram.h@gmail.com', 'root': '/Users/pedram/PycharmProjects/cd0581-building-a-reproducible-model-workflow-exercises', 'host': 'Hulk.fritz.box', 'username': 'pedram', 'executable': '/Users/pedram/miniconda3/envs/mlflow-37bb3b58b8a97cbc98bda8718bef97ae12427d4c/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 926.3517189025879, 'used': 188.5140609741211}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-05-07 14:32:26,509 INFO    HandlerThread:81704 [system_monitor.py:probe():211] Finished collecting system info
2023-05-07 14:32:26,509 INFO    HandlerThread:81704 [system_monitor.py:probe():214] Publishing system info
2023-05-07 14:32:26,509 DEBUG   HandlerThread:81704 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-05-07 14:32:26,509 DEBUG   HandlerThread:81704 [system_info.py:_save_pip():67] Saving pip packages done
2023-05-07 14:32:26,509 DEBUG   HandlerThread:81704 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-05-07 14:32:26,954 DEBUG   HandlerThread:81704 [system_info.py:_save_conda():86] Saving conda packages done
2023-05-07 14:32:26,955 INFO    HandlerThread:81704 [system_monitor.py:probe():216] Finished publishing system info
2023-05-07 14:32:26,957 DEBUG   SenderThread:81704 [sender.py:send():375] send: files
2023-05-07 14:32:26,958 INFO    SenderThread:81704 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-05-07 14:32:26,961 DEBUG   HandlerThread:81704 [handler.py:handle_request():144] handle_request: stop_status
2023-05-07 14:32:26,961 DEBUG   SenderThread:81704 [sender.py:send_request():402] send_request: stop_status
2023-05-07 14:32:27,154 DEBUG   SenderThread:81704 [sender.py:send():375] send: telemetry
2023-05-07 14:32:27,244 DEBUG   HandlerThread:81704 [handler.py:handle_request():144] handle_request: log_artifact
2023-05-07 14:32:27,245 DEBUG   SenderThread:81704 [sender.py:send_request():402] send_request: log_artifact
